id	brand	label
897428450855747584	o2	0
897415964626747392	o2	0
897406591649157121	o2	0
897404751456980994	o2	0
897398255985799168	vodafone	1
897397545416228868	o2	0
897382254128893952	telekom	0
897366697052692480	o2	0
897355198317961216	telekom	0
897330401773015041	telekom	0
897309405003362305	vodafone	0
897284781108363264	telekom	0
897150815848333316	telekom	0
897145518362636288	vodafone	0
897133315160932352	telekom	0
897114052182372352	telekom	0
897085352724312064	vodafone	0
897064863637417985	o2	0
897061955088912384	telekom	0
897061111530500096	telekom	0
897046358330355712	vodafone	1
897030144312922112	o2	0
897026702915895299	o2	0
897022395470544896	o2	0
896989125789790208	o2	0
896975245365698561	vodafone	0
896868092244111360	o2	1
896845620350255105	vodafone	1
896824373046370306	vodafone	0
896770435798376448	o2	0
896741978263760896	telekom	0
896741627313696777	o2	0
896739066330435584	o2	1
896738219458473986	telekom	0
896723480674172928	telekom	0
896682096172965888	telekom	0
896657478796136448	telekom	0
896483378161221632	telekom	0
896473094335987713	vodafone	0
896463438976872448	o2	0
896432775837999106	o2	0
896427692257677312	telekom	0
896425524981059584	telekom	0
896416791982899201	telekom	0
896393684886990853	o2	0
896390900296937472	o2	0
896389952929501184	o2	1
896358662826012672	o2	1
896287577577320448	telekom	0
896283458061967360	o2	0
896256611777433600	o2	0
896120590955798528	telekom	0
896119295901523968	o2	0
896099781822431232	vodafone	0
896092465832251392	telekom	0
896088448779468800	o2	0
896083229924511744	telekom	0
896069554308239363	o2	0
896064066979979264	o2	0
896048580846174208	telekom	0
896046665370669056	o2	0
896043010856812544	o2	0
896036825902534656	vodafone	0
896036688199372800	vodafone	0
896031389266714624	o2	0
896020032760811520	vodafone	0
896018951767031808	vodafone	0
896013248570564609	o2	0
896012778196127744	o2	1
895981534938894336	o2	0
895962044398264321	o2	0
895960461019152384	o2	0
895940487026266112	vodafone	0
895935614897594368	vodafone	0
895935292670193665	vodafone	0
895930209416957952	telekom	0
895926415023120384	vodafone	0
895925861974724608	o2	0
895917141924487169	o2	0
895895514532765696	vodafone	0
895891243959558144	telekom	0
895874421511999488	o2	0
895745338698608641	vodafone	0
895741650592575488	telekom	0
895741076845330432	vodafone	0
895739523577065472	o2	0
895738688780599296	o2	0
895718160917069824	vodafone	0
895707838198272000	o2	0
895697676444086272	o2	0
895693853893828609	o2	1
895690013853331456	telekom	0
895689842935209984	o2	0
895666492246810624	o2	0
895662549953372162	telekom	0
895652016848076800	o2	0
895646800912293888	telekom	0
895643653443637248	o2	0
895628889522937856	vodafone	0
895625328030339073	o2	0
895622694615568385	vodafone	1
895613233943506944	o2	0
895612065250979840	o2	0
895609230329208834	telekom	0
895607329542090752	o2	0
895601009443078144	o2	0
895568261223505920	o2	0
895549858374971393	vodafone	0
895542237735653376	o2	0
895541329488424960	o2	0
895540994929721344	o2	0
895540602695233536	vodafone	0
895510082657677312	o2	0
895488045977358337	telekom	0
895486688365084673	telekom	0
895425285457190913	vodafone	0
895401717713571849	telekom	0
895381814088540162	telekom	0
895368555448995841	o2	0
895356980608552960	telekom	0
895348319458922502	telekom	0
895345924062490625	o2	0
895326099474849793	telekom	0
895325594434523136	telekom	1
895311586960695297	o2	0
895281649168113664	telekom	0
895281526342127616	vodafone	0
895275458174091264	o2	0
895265780509679616	telekom	0
895264583715311616	vodafone	0
895254758335942657	telekom	0
895218581482467328	o2	0
895191774842548224	telekom	0
895189536648646656	telekom	0
895183020910620672	vodafone	0
895177064210460672	vodafone	0
895156327093293056	vodafone	0
895069895511199745	vodafone	1
895028428767989762	telekom	0
895005305045733376	telekom	0
895001133785247744	telekom	0
895001106195116032	vodafone	0
895000862686412801	telekom	0
894982265616379904	vodafone	1
894982016613183488	o2	0
894968791674884096	vodafone	0
894965406619840512	telekom	0
894965045544792064	o2	0
894963265641512960	telekom	0
894952692279279616	telekom	1
894924271881007105	vodafone	0
894916253441286144	telekom	0
894910231943286784	vodafone	0
894875244464353280	vodafone	0
894860495102111744	telekom	0
894850013309935616	vodafone	0
894823201511002112	vodafone	0
894822532670533633	o2	0
894780062901223424	vodafone	0
894648279706869762	o2	0
894640607058165760	o2	0
894635256682303488	telekom	0
894608265929261065	telekom	0
894588509666848768	vodafone	0
894559496835657728	telekom	0
894559301976682496	o2	0
894524028525973504	o2	1
894522302712426496	telekom	0
894494314432221184	o2	0
894486793013403648	telekom	0
894480174540103681	vodafone	0
894450062381780992	telekom	0
894448024507777024	telekom	0
894430433420734464	o2	0
894311419033858053	vodafone	0
894241913209061377	vodafone	0
894203087812014080	telekom	0
894177381539336194	vodafone	0
894175699338244096	o2	0
893932911157760000	telekom	0
893905923537764354	o2	0
893846896783106049	vodafone	1
893829405486841856	telekom	1
893805750891446272	vodafone	0
893800465091223553	o2	0
893779344774004736	o2	1
893725269948866560	o2	0
893576509042118656	vodafone	0
893563404920737792	telekom	0
893549573037326337	o2	1
893516387351760896	vodafone	0
893504142509060096	o2	0
893498525757181952	o2	0
893489017517244416	o2	0
893480732257128448	telekom	0
893474749241806848	vodafone	0
893462179004993536	vodafone	0
893459537788796928	vodafone	0
893458510071164929	telekom	0
893445343496597504	telekom	0
893432290294067200	telekom	1
893407420717961216	o2	1
893406890704687104	telekom	0
893399736694210560	o2	0
893392618759090176	o2	0
893355688348528642	vodafone	0
893350749291380740	telekom	0
893324312001859584	vodafone	0
893295993525022720	telekom	1
893215408316141569	o2	0
893198057239703552	telekom	0
893197502618402821	telekom	0
893158671114481664	vodafone	0
893148500472582144	vodafone	0
893143478670118916	telekom	0
893140870391885825	telekom	0
893138710526611464	vodafone	0
893123443767607296	telekom	0
893122466628894721	telekom	0
893111913449746432	o2	0
893110037262028800	telekom	0
893095127824125952	telekom	0
893085201663877121	telekom	0
893077218745888768	telekom	0
893074372168208384	telekom	0
893072383321485313	o2	0
893054303438557184	telekom	0
893040307389988864	o2	0
893008405044056064	telekom	0
892998762666143745	vodafone	0
892994144460779520	o2	0
892847698377920513	vodafone	0
892844808733065216	telekom	0
892837160742772740	vodafone	0
892832513420382213	telekom	0
892831397492248576	telekom	0
892829904412311552	telekom	0
892823232201490433	telekom	0
892817194412847104	vodafone	0
892806212504432644	telekom	0
892800543529345024	telekom	0
892798788242419712	o2	0
892790139814121473	vodafone	0
892768268624244736	telekom	1
892734573309767680	telekom	0
892726767512936448	o2	0
892723271455649792	vodafone	0
892717530871189507	telekom	0
892702678781919232	vodafone	0
892680344754937856	telekom	0
892678551010508801	telekom	0
892677651869171712	o2	0
892668258196877312	vodafone	0
892655313517776896	telekom	0
892653241787449344	o2	1
892648605353480192	o2	0
892510718850994177	o2	0
892485598027673600	telekom	0
892469505645039616	telekom	1
892469296626106368	telekom	1
892469197938339841	telekom	1
892463764624330753	telekom	0
892459107940257793	vodafone	0
892459062616612864	vodafone	0
892440879381848064	telekom	0
892436499630891008	telekom	0
892428997815959552	vodafone	0
892415626387628032	telekom	0
892411598790418432	telekom	0
892406170211713028	telekom	0
892406156945182720	o2	0
892405982634151936	vodafone	0
892386677976514560	vodafone	0
892377334485057537	vodafone	0
892359860989374464	vodafone	0
892353860567740416	o2	0
892338857848471552	o2	0
892319152219844608	o2	0
892309184598953987	vodafone	0
892285100834119681	o2	0
892276509762826240	vodafone	0
892248252891975680	telekom	0
892245897370906624	telekom	0
892196983552827393	vodafone	0
892162976282808320	vodafone	0
892157765476548609	vodafone	0
892086596299882496	vodafone	0
892075059753488384	vodafone	0
892067908523839488	telekom	1
892046281597747201	vodafone	0
892028458385235968	o2	0
892009510973440000	o2	0
891987041684258816	o2	0
891978679001260033	o2	0
891974023369940993	o2	1
891918571055583232	vodafone	0
891915448555622401	vodafone	0
891913626055036928	o2	0
891885253018759168	vodafone	0
891753316795002881	o2	0
891731208757014529	vodafone	0
891724152364834817	vodafone	0
891723403232763904	vodafone	0
891722293122129920	vodafone	0
891715379399184384	telekom	0
891703381043150849	vodafone	0
891631902448287745	telekom	0
891575364958523392	vodafone	1
891412341207773184	vodafone	0
891377415217451008	o2	0
891348060604944384	vodafone	0
891316824889061376	o2	0
891286094792314880	vodafone	0
891285043682967558	vodafone	0
891227915274395648	o2	0
891213345080082432	o2	0
891204723927330816	vodafone	0
891204247370559488	vodafone	0
891203687951060992	vodafone	0
891203240682979328	vodafone	0
891199759335206912	telekom	0
891069796531531776	telekom	1
891058394022522881	o2	0
888847313153789952	o2	0
888841319241723904	o2	0
888841138576257024	o2	0
888823979938643969	telekom	0
888819274554507264	telekom	0
888816892403691520	telekom	0
888791654718722049	telekom	0
888788912008810498	telekom	0
888785510491148288	o2	0
888777715129733120	vodafone	1
888762856551981063	vodafone	0
888745613315244032	telekom	0
888742432778498048	telekom	0
888721362482868224	o2	1
888707119460925440	vodafone	0
888695935831871489	o2	1
888488524588220417	telekom	1
888474494926438400	telekom	0
888466433537171456	telekom	0
888442882398539776	vodafone	0
888440543700819972	vodafone	0
888440252003741696	telekom	0
888439153544880129	telekom	0
888431042411065347	telekom	0
888419926784045057	telekom	0
888411279446204417	o2	0
888396818807226368	o2	0
888388746525233152	vodafone	0
888365817926221824	o2	1
888343596180656128	o2	0
888335798764007424	vodafone	0
888330334881894400	telekom	0
888328201239449600	vodafone	0
888321717793325056	vodafone	1
888311476661956608	telekom	0
888297542617894913	vodafone	1
888289624782626817	telekom	0
888276597555331072	vodafone	1
888190477555699714	telekom	0
888186762501259265	vodafone	0
888139584013512709	vodafone	0
888137328660819968	o2	0
888110396766208002	vodafone	0
888108141237252096	telekom	0
888094827480580097	o2	0
888091350289305600	vodafone	0
888087867427258368	vodafone	0
888061913120288768	o2	0
888051963274948609	vodafone	0
888049992933548033	telekom	0
888046807028314113	telekom	0
888037785176862720	vodafone	1
888036586126004225	o2	0
888029803244335104	o2	1
888029094193111040	vodafone	0
888025320133193732	vodafone	0
888020487749722112	vodafone	0
888020346951131136	telekom	0
888005377484365825	vodafone	0
888004735621615616	o2	0
887997196410466304	telekom	0
887977165953925121	vodafone	1
887952455329341441	telekom	0
887942596198313984	o2	0
887926729234427904	o2	0
887922239017975810	vodafone	1
887913858236600325	vodafone	0
887855198282166276	vodafone	0
887802598031544321	vodafone	0
887775959813894145	o2	0
887764627710496768	o2	0
887759273727586304	o2	0
887753072222633985	telekom	0
887747509522763776	telekom	0
887740460315406336	telekom	0
887740384994111489	telekom	0
887728725479108609	o2	0
887707833101430789	telekom	0
887698570345934848	telekom	0
887684253168926720	telekom	0
887668510679289857	telekom	0
887654538144100360	telekom	0
887626221978353664	o2	0
887617184557670400	telekom	0
887616385916055552	telekom	0
887606745929043968	vodafone	1
887596633206161409	telekom	0
887594028388286465	telekom	0
887568377434296320	o2	0
887566142147088384	vodafone	0
887543922968453120	telekom	0
887541542679982080	vodafone	0
887518143022850048	vodafone	0
887437040366866432	telekom	0
887402027508260864	telekom	0
887392589313437696	vodafone	0
887381215023689728	o2	0
887360874683432960	o2	1
887355873592528897	o2	0
887353284482260993	vodafone	0
887351863309459456	o2	0
887317719128952834	vodafone	1
887278009732018177	telekom	0
887248034828083200	telekom	0
887217629596983296	vodafone	0
887104826101948417	vodafone	0
887043921733353472	vodafone	0
887043799503048704	telekom	0
887020802440351744	telekom	0
887013988755746816	telekom	0
887012614525640704	o2	0
887004469426257920	vodafone	0
886994696236617732	o2	0
886985582957690880	telekom	0
886968180811456515	o2	0
886965278101442560	o2	0
886953861453316096	o2	0
886946274972504065	o2	0
886945038407696384	vodafone	0
886926485780672513	telekom	0
886895588889026560	telekom	0
886892435942592512	telekom	0
886879832667283457	o2	0
886878448626663424	telekom	0
886845466905894912	vodafone	0
886843778220388352	telekom	0
886841899662921728	telekom	0
886833054119071744	vodafone	0
886688494487207937	telekom	0
886674064047304705	vodafone	0
886669409569443840	o2	0
886666908833021952	vodafone	0
886546326514782208	vodafone	0
886540850708328452	vodafone	0
886535829715374080	vodafone	0
886533668885417985	telekom	0
886518589888626688	o2	0
886420431368056832	o2	0
886320568403886085	telekom	0
886314728305422337	o2	0
886244172658769921	vodafone	0
886199437021892608	o2	0
886193042079854592	o2	0
886156663958503424	telekom	0
886131837147516932	vodafone	0
886116462049538048	vodafone	0
885994579488649216	telekom	0
885964443674443776	telekom	0
885958326693089280	telekom	0
885948672349016071	vodafone	0
885922715508584448	telekom	0
885919456463122436	o2	0
885918789400920064	vodafone	0
885910557441880064	o2	0
885899696002273282	o2	0
885898196173692930	vodafone	0
885880278639669249	telekom	0
885879448972791809	o2	0
885865815236648960	telekom	0
885865535350747140	vodafone	0
885862078392750082	vodafone	0
885859563400036353	o2	0
885856530771456000	vodafone	0
885850387646951425	telekom	0
885845799611117568	o2	0
885841615222444033	telekom	0
885811776679555072	telekom	0
885810502126927873	o2	0
885809552528216064	telekom	0
885796177878421504	o2	0
885795444437266432	o2	0
885763629911609344	telekom	0
885753855518134272	vodafone	0
885744552195366912	o2	0
885743788982980608	o2	0
885622236182450176	vodafone	0
885563555839389698	o2	0
885557610434506753	vodafone	0
885545579220262912	telekom	0
885529975503425537	o2	0
885509207117713408	telekom	0
885490538094489600	o2	0
885489337898598402	telekom	0
885485076607356929	telekom	0
885479204275576832	telekom	0
885469211052703744	o2	0
885421955133956097	vodafone	0
885418261944438784	telekom	0
885417605724590080	telekom	0
885395216215281668	telekom	0
885392861830799360	telekom	0
885376993138798592	telekom	0
885312972591173633	o2	1
885268852346695680	vodafone	0
885251661475848194	telekom	0
885235909620269056	vodafone	0
885226559363321857	telekom	0
885189692613963776	o2	1
885141458063425537	telekom	0
885139531435053059	telekom	0
885136062766624773	telekom	0
885134608999870466	o2	0
885119334212915200	vodafone	0
885111819546787840	vodafone	0
885090910501044225	telekom	0
885085598020767744	o2	0
885074576409059328	o2	0
885074064758517761	telekom	0
885065203427287040	o2	0
885060129837789184	o2	1
885050524902535170	o2	0
885044742538629120	vodafone	1
885035029289676801	vodafone	0
885029323832426497	vodafone	0
884839264663588864	telekom	1
884833675493376000	o2	0
884810145682870272	o2	0
884804583633113088	vodafone	0
884804548329713664	o2	0
884798329598750720	telekom	0
884794912780058624	o2	1
884777522872844288	telekom	0
884770529412079616	vodafone	0
884728676402819074	vodafone	0
884725421518057472	telekom	0
884709244645380100	o2	0
884701958262714368	telekom	1
884691977362714624	o2	0
884691293359747073	telekom	0
884675290898853888	o2	0
884674570543927297	vodafone	0
884669022821908480	telekom	0
884663867959279617	telekom	0
884560108717527040	o2	0
884524498623627264	o2	0
884497775328722946	vodafone	0
884484966071111680	o2	0
884464194740944897	vodafone	0
884463368572211201	vodafone	0
884460820339601408	vodafone	0
884443084930658306	vodafone	0
884433878928293890	vodafone	0
884419402212544512	o2	0
884393175003082752	telekom	0
884383521116221440	telekom	0
884383362076553216	telekom	0
884372560544243713	vodafone	0
884351908193992704	o2	0
884344015356923904	telekom	0
884341277273280512	telekom	0
884330757455564801	telekom	0
884330598294331392	telekom	0
884303391261851651	telekom	0
884287452575387648	telekom	0
884165902899585026	vodafone	0
884151048432234496	vodafone	0
884132781294485505	vodafone	0
884127996248023041	telekom	0
884118812047683584	vodafone	0
884111723090903041	vodafone	0
884108925930549248	telekom	1
884095337073434626	o2	0
884075284479324162	o2	0
884056516290105345	telekom	0
884051058573627393	o2	0
884022287892193281	vodafone	0
884015252312137729	o2	0
884004336690397189	vodafone	0
884001648800149504	telekom	1
883997897884356608	vodafone	0
883996435187945473	telekom	0
883990627909816321	vodafone	0
883973770658107393	vodafone	0
883792691976450049	telekom	0
883748403469058048	vodafone	1
883740012604534784	o2	0
883649880765456388	o2	0
883621396940828672	vodafone	0
883618099869736961	vodafone	0
883611731364380672	vodafone	0
883595563303882752	o2	0
883444590484828160	vodafone	0
883440283588980736	vodafone	0
883439414181015552	vodafone	0
883421588342878208	vodafone	0
883409450861768704	o2	1
883400231454298114	telekom	0
883337805652533248	telekom	0
883333361447690242	telekom	0
883329893454499840	o2	0
883321542167470081	telekom	0
883308384149278720	vodafone	0
883280069631856640	o2	0
883269690474319873	telekom	0
883262070430552065	vodafone	0
883226469710876672	vodafone	0
883191153146957824	telekom	0
883184701451751424	o2	0
883045472205762560	telekom	0
883044790228701184	telekom	0
883031774808461313	telekom	0
883026221415747584	o2	0
883015687224131588	telekom	0
883013012063440896	o2	0
883008839678914564	telekom	0
883000715400105985	vodafone	0
882997550374170625	vodafone	0
882996177339383810	telekom	0
882995332136783873	o2	0
882988787713888257	o2	0
882981251044573184	o2	0
882967587843448834	vodafone	1
882962927640293378	o2	0
882957087818625025	vodafone	0
882950396888719360	vodafone	0
882928200178966529	vodafone	0
882919707367571456	telekom	0
882871299558735872	vodafone	0
882865070501494784	vodafone	0
882864782356951040	vodafone	0
882830287037755392	o2	0
882828553951301634	telekom	0
882746140046839809	vodafone	0
882711720568999937	o2	1
882710712396783618	o2	0
882703817447493636	o2	0
882692033550438401	o2	0
882687389059121154	o2	0
882682376777846785	o2	0
882682101539237888	o2	0
882682039560015872	o2	0
882681222916448256	o2	0
882666846016634881	telekom	0
882660320422047744	telekom	0
882658119129739265	o2	0
882655319695994881	telekom	0
882652267794632704	o2	0
882650923306233859	o2	0
882649525848027141	telekom	1
882648459047776259	telekom	0
882643269733232640	vodafone	0
882639031019896834	telekom	0
882617271692218368	telekom	0
882615044290351104	vodafone	0
882602416839032832	vodafone	0
882595341383630848	vodafone	1
882591856860831745	o2	1
882590031063461888	o2	0
882587660497432576	telekom	0
882576751943200768	telekom	0
882573088461910016	vodafone	0
882553802368438272	telekom	0
882543400305782788	vodafone	0
